frame_index	pts_seconds	enqueue_host_ns	proof_host_ns	proof_source	inferred_display_ns	ack2_host_ns
289	9.633333	163097148046041	163097183992250	consumed-notification	163097311464166	163097183995375
290	9.666667	163097184104583	163097219452458	consumed-notification	163097344865541	163097219456166
291	9.700000	163097219557000	163097238125916	consumed-notification	163097378155041	163097238128333
292	9.733333	163097238217833	163097275560125	consumed-notification	163097411476791	163097275563125
293	9.766667	163097275736583	163097311743791	consumed-notification	163097444797500	163097311750916
294	9.800000	163097311730166	163097311801583	consumed-notification	163097478629958	163097311803458
295	9.833333	163097311982750	163097384211625	consumed-notification	163097511469333	163097384222708
296	9.866667	163097384513125	163097421643541	consumed-notification	163097544803291	163097421649875
297	9.900000	163097421804791	163097440317375	consumed-notification	163097578139166	163097440321250
298	9.933333	163097440406291	163097477571958	consumed-notification	163097611471666	163097477576250
299	9.966667	163097477747875	163097512998041	consumed-notification	163097644817916	163097513002375
300	10.000000	163097513111166	163097547398041	consumed-notification	163097678150250	163097547401750
301	10.033333	163097547555750	163097584022791	consumed-notification	163097711476125	163097584027750
302	10.066667	163097584170708	163097621424041	consumed-notification	163097744803333	163097621428916
303	10.100000	163097621557750	163097639146750	consumed-notification	163097778205000	163097639149958
304	10.133333	163097639245208	163097675925041	consumed-notification	163097811470083	163097675938083
305	10.166667	163097676348541	163097713149000	consumed-notification	163097844832708	163097713159041
306	10.200000	163097713464541	163097747840083	consumed-notification	163097878153208	163097747846833
307	10.233333	163097748147458	163097782403708	consumed-notification	163097911579333	163097782413041
308	10.266667	163097782700750	163097819547166	consumed-notification	163097944797833	163097819554791
309	10.300000	163097820149708	163097855505041	consumed-notification	163097978157083	163097855513833
310	10.333333	163097855800833	163097872957666	consumed-notification	163098011474541	163097872966000
311	10.366667	163097876011833	163097910375541	consumed-notification	163098044807833	163097910381208
312	10.400000	163097910493333	163097947764416	consumed-notification	163098078124166	163097947768250
313	10.433333	163097947879416	163097985166916	consumed-notification	163098111468041	163097985172083
314	10.466667	163097985267541	163098004065666	consumed-notification	163098144800916	163098004074583
315	10.500000	163098004373958	163098041484666	consumed-notification	163098178168791	163098041489125
316	10.533333	163098041584416	163098078880416	consumed-notification	163098211470125	163098078883750
317	10.566667	163098078983250	163098116322708	consumed-notification	163098244879750	163098116326000
318	10.600000	163098116415291	163098153002250	consumed-notification	163098278137208	163098153006875
319	10.633333	163098153141208	163098171698583	consumed-notification	163098311467666	163098171702250
320	10.666667	163098171853041	163098207878625	consumed-notification	163098344833125	163098207882750
321	10.700000	163098208036000	163098245267500	consumed-notification	163098378140625	163098245271000
322	10.733333	163098245404125	163098281921208	consumed-notification	163098411504625	163098281925625
323	10.766667	163098282061708	163098319321083	consumed-notification	163098444818583	163098319324625
324	10.800000	163098319438541	163098338017291	consumed-notification	163098478142750	163098338020208
325	10.833333	163098338112666	163098374829916	consumed-notification	163098511507416	163098374838250
326	10.866667	163098375214666	163098410647000	consumed-notification	163098544807750	163098410655833
327	10.900000	163098411256416	163098445342291	consumed-notification	163098578129916	163098445350666
328	10.933333	163098445711500	163098482912291	consumed-notification	163098611489041	163098482920291
329	10.966667	163098483819250	163098519209708	consumed-notification	163098644823583	163098519217500
330	11.000000	163098519682250	163098537759791	consumed-notification	163098678168375	163098537766541
331	11.033333	163098538087375	163098572289333	consumed-notification	163098711500833	163098572316000
332	11.066667	163098572725916	163098609873625	consumed-notification	163098744799208	163098609882416
333	11.100000	163098610183750	163098646397083	consumed-notification	163098778145208	163098646403375
334	11.133333	163098646742583	163098683589750	consumed-notification	163098811508333	163098683598500
335	11.166667	163098683931500	163098719882666	consumed-notification	163098844811000	163098719890458
336	11.200000	163098720317166	163098738740750	consumed-notification	163098878143166	163098738747541
337	11.233333	163098739057166	163098774910125	consumed-notification	163098911470375	163098774919000
338	11.266667	163098775211958	163098811542833	consumed-notification	163098944796916	163098811548958
339	11.300000	163098812216583	163098847194291	consumed-notification	163098978129166	163098847206875
340	11.333333	163098847472750	163098881320541	consumed-notification	163099011468666	163098881330083
341	11.366667	163098881641666	163098918824250	consumed-notification	163099044796791	163098918830416
342	11.400000	163098919126916	163098953748083	consumed-notification	163099078127916	163098953757708
343	11.433333	163098954411250	163098970905125	consumed-notification	163099111459375	163098970910666
344	11.466667	163098971096458	163099007326916	consumed-notification	163099144808041	163099007333375
345	11.500000	163099007582375	163099044845000	consumed-notification	163099178157000	163099044851291
346	11.533333	163099045084125	163099082045708	consumed-notification	163099211477708	163099082052875
